Id,preco
0,880793.15
1,853550.85
2,870365.35
3,849692.93
4,857450.63
5,851679.19
6,919817.60
7,1959043.85
8,870365.35
9,898050.50
10,870365.35
11,860963.63
12,885812.90
13,855360.16
14,857450.63
15,855360.16
16,870365.35
17,857450.63
18,857450.63
19,920035.67
20,857450.63
21,855578.97
22,857450.63
23,857450.63
24,908232.66
25,868345.84
26,857450.63
27,855360.16
28,856460.86
29,857450.63
30,870365.35
31,897954.53
32,893559.46
33,937153.28
34,889167.60
35,857450.63
36,857450.56
37,908905.88
38,855360.16
39,870365.35
40,882883.63
41,857450.63
42,870365.35
43,882883.63
44,887006.18
45,846276.14
46,951582.00
47,857450.63
48,851721.05
49,919817.60
50,857450.63
51,870365.35
52,857450.63
53,855360.16
54,1026233.63
55,870365.35
56,888450.38
57,870365.35
58,857450.63
59,882883.63
60,890820.86
61,870365.35
62,878979.81
63,890820.86
64,870365.35
65,870365.35
66,857450.63
67,830697.01
68,857450.63
69,1016135.59
70,870114.20
71,851460.37
72,870365.35
73,876108.41
74,866975.38
75,890820.86
76,853550.85
77,857450.63
78,853550.85
79,2113443.54
80,1021799.62
81,857450.63
82,855360.16
83,897954.53
84,882883.63
85,870365.35
86,870365.35
87,871993.31
88,857450.63
89,857450.56
90,872521.53
91,863908.91
92,853550.85
93,857450.56
94,844404.48
95,855360.16
96,880946.93
97,893200.20
98,857450.63
99,857450.63
100,870365.35
101,855360.16
102,938110.78
103,857450.63
104,855360.16
105,863908.91
106,870365.35
107,863908.91
108,855360.16
109,870365.35
110,872521.53
111,872521.53
112,876108.41
113,855360.16
114,870649.87
115,922338.77
116,857450.63
117,908905.88
118,825425.49
119,857450.63
120,880239.28
121,857450.63
122,853550.85
123,866477.46
124,866477.46
125,870365.35
126,857450.63
127,897954.53
128,865246.83
129,874806.68
130,925306.68
131,906905.15
132,884801.02
133,928488.56
134,890820.86
135,856460.86
136,853488.50
137,937390.98
138,855360.16
139,870365.35
140,882883.63
141,870365.35
142,851679.19
143,930417.50
144,872521.53
145,857450.63
146,853550.85
147,947636.06
148,855360.16
149,890820.86
150,857450.63
151,870431.06
152,855360.16
153,872521.53
154,857450.63
155,872250.48
156,857450.63
157,870365.35
158,855360.16
159,890820.86
160,889846.71
161,857450.56
162,856583.54
163,856583.54
164,870649.87
165,870365.35
166,866477.46
167,872521.53
168,855360.16
169,868348.40
170,855360.16
171,855360.16
172,870365.35
173,1021799.62
174,870365.35
175,890820.86
176,1021799.62
177,870365.35
178,895864.05
179,851679.19
180,855360.16
181,888450.38
182,897426.30
183,855360.16
184,872521.53
185,870365.35
186,857450.63
187,855360.16
188,887982.90
189,870365.35
190,882883.63
191,874930.62
192,851460.37
193,853550.85
194,853592.71
195,874806.68
196,859701.12
197,872716.20
198,855360.16
199,857450.63
200,887056.76
201,853550.85
202,855360.16
203,898324.30
204,857450.63
205,853550.85
206,851345.69
207,857450.63
208,857450.63
209,890820.86
210,855360.16
211,882883.63
212,873307.23
213,872521.53
214,888379.37
215,855360.16
216,866477.46
217,857450.63
218,870365.35
219,855578.97
220,1021799.62
221,870365.35
222,1014629.07
223,857450.63
224,857450.63
225,855360.16
226,857450.63
227,857450.56
228,928840.31
229,1959043.85
230,870365.35
231,871993.31
232,857450.63
233,870365.35
234,857450.63
235,863589.01
236,855360.16
