Id,preco
0,1509389.02
1,241313.28
2,557552.41
3,206721.87
4,226730.75
5,272374.42
6,606108.12
7,-1358367.98
8,454658.80
9,824235.36
10,557552.41
11,524699.37
12,1317809.01
13,421254.98
14,782982.09
15,496138.39
16,454658.80
17,415891.10
18,473656.13
19,880562.95
20,887552.42
21,470176.91
22,415891.10
23,360212.40
24,278122.42
25,440949.62
26,520778.30
27,496708.51
28,803241.00
29,904705.01
30,392431.78
31,1402532.84
32,2220925.45
33,1312997.90
34,1186216.76
35,480285.45
36,504355.34
37,2780003.84
38,444442.19
39,446786.38
40,2642861.77
41,739943.78
42,382286.03
43,1245624.42
44,822274.75
45,188739.01
46,1772221.28
47,457782.17
48,289436.70
49,606108.12
50,520778.30
51,454658.80
52,893907.59
53,809952.26
54,1014936.66
55,481189.02
56,554524.66
57,454658.80
58,778302.39
59,1674881.02
60,2795353.95
61,643102.74
62,1318828.33
63,3851439.70
64,557552.41
65,509168.85
66,465650.85
67,1112275.83
68,893907.59
69,589531.36
70,2154507.42
71,328977.27
72,557552.41
73,388396.69
74,356530.28
75,2119359.78
76,266298.27
77,415891.10
78,240399.49
79,1778431.85
80,649773.49
81,457841.20
82,344068.52
83,1278035.51
84,3544419.38
85,554252.04
86,557552.41
87,639745.63
88,520778.30
89,342918.57
90,637139.70
91,798496.36
92,249917.49
93,358615.11
94,227086.81
95,793571.36
96,861547.87
97,1596220.22
98,359133.63
99,532065.81
100,253290.90
101,499165.92
102,1283515.69
103,893907.59
104,660927.57
105,798496.36
106,923998.33
107,1033631.69
108,320513.47
109,492307.25
110,577269.63
111,905718.68
112,377976.63
113,478813.60
114,999230.95
115,542498.12
116,450960.32
117,3671761.36
118,1172226.93
119,290846.27
120,2434301.96
121,449397.67
122,782502.89
123,238405.87
124,272179.86
125,485179.65
126,520778.30
127,1402532.84
128,430480.55
129,1228929.98
130,1074470.83
131,2579917.21
132,631302.27
133,1985918.95
134,1235628.56
135,501109.18
136,572824.23
137,1973694.51
138,791486.85
139,557552.41
140,3544419.38
141,557552.41
142,320507.70
143,1217869.48
144,399355.90
145,443427.63
146,271550.56
147,1632676.74
148,501481.90
149,1218294.64
150,451237.28
151,619589.96
152,908095.01
153,916307.39
154,520778.30
155,380405.84
