Id,preco
0,1493967.94
1,243104.34
2,555531.15
3,212527.22
4,227210.98
5,263723.39
6,607480.80
7,-1333024.94
8,453834.99
9,799631.26
10,555531.15
11,530719.03
12,1318768.65
13,438160.31
14,783595.32
15,492881.39
16,453834.99
17,415519.36
18,472023.33
19,869263.57
20,886477.88
21,467640.16
22,415519.36
23,359092.20
24,270563.23
25,438905.56
26,521931.31
27,496548.66
28,797618.09
29,906681.90
30,391081.78
31,1391556.22
32,2224578.01
33,1315450.77
34,1185810.82
35,480059.83
36,507134.55
37,2783552.11
38,445777.37
39,450338.94
40,2625842.25
41,718325.78
42,381767.23
43,1231839.46
44,834878.14
45,188750.50
46,1844940.30
47,456044.77
48,286585.56
49,607480.80
50,521931.31
51,453834.99
52,893015.61
53,811960.57
54,1013427.12
55,479472.76
56,570640.89
57,453834.99
58,772197.82
59,1731457.93
60,2763390.07
61,639455.92
62,1305767.42
63,3833413.03
64,555531.15
65,504910.68
66,464664.86
67,1161326.54
68,893015.61
69,591557.35
70,2169143.52
71,324234.68
72,555531.15
73,388078.00
74,360762.35
75,2108209.32
76,263841.80
77,415519.36
78,240071.40
79,1745318.02
80,652249.22
81,458728.48
82,349102.68
83,1283293.06
84,3523584.37
85,575336.42
86,555531.15
87,649515.71
88,521931.31
89,345046.72
90,638875.82
91,787118.93
92,247036.80
93,356803.84
94,221343.88
95,789350.24
96,864717.61
97,1604461.50
98,352660.64
99,532448.65
100,264917.75
101,500210.03
102,1283006.22
103,893015.61
104,668288.73
105,787118.93
106,924473.91
107,1039878.24
108,323834.02
109,495009.40
110,576131.93
111,910351.15
112,368660.92
113,480273.61
114,1007698.13
115,530978.02
116,450054.13
117,3673694.70
118,1113886.98
119,289650.16
120,2483600.40
121,452802.20
122,780611.78
123,246209.55
124,271211.31
125,483463.39
126,521931.31
127,1391556.22
128,435170.33
129,1195732.43
130,1065505.73
131,2591631.93
132,635721.77
133,1949459.42
134,1223187.85
135,500803.41
136,575400.85
137,1945122.60
138,793419.69
139,555531.15
140,3523584.37
141,555531.15
142,317741.98
143,1189067.33
144,403811.26
145,442928.47
146,268708.29
147,1644539.93
148,502916.26
149,1201649.26
150,448864.85
151,619322.72
152,913194.81
153,920108.66
154,521931.31
155,385704.07
156,471647.01
157,486999.92
158,490558.01
159,1733881.03
160,1191373.96
161,475439.77
162,836205.99
163,498431.81
164,406145.32
165,362805.30
166,359893.16
167,570141.28
168,368891.48
169,1187237.94
170,474911.48
171,489368.74
172,555531.15
173,652249.22
174,555531.15
175,2320222.86
176,864606.73
177,426511.96
178,1259802.95
179,308478.64
180,792084.74
181,570640.89
182,3164485.03
183,560208.66
184,638875.82
185,483463.39
186,893015.61
187,489368.74
188,1137752.07
189,381767.23
190,2084101.00
191,1233666.24
192,292495.29
193,400524.49
194,327152.14
195,1093274.65
196,216712.58
197,1345825.13
198,384200.29
199,468177.51
200,1343559.52
201,352479.06
202,496548.66
203,1270505.41
204,462087.27
205,332072.84
206,177132.53
207,521931.31
208,893015.61
209,1519547.54
210,786008.04
211,2833011.32
212,577744.23
213,570976.79
214,1417925.32
215,490558.01
216,273889.88
217,1038660.95
218,555531.15
219,418934.27
220,652249.22
221,924473.91
222,4099526.89
223,439106.72
224,359442.19
225,787100.41
226,409558.16
227,469503.39
228,2289503.81
229,-331427.40
230,453834.99
231,649871.79
232,396062.11
233,555531.15
234,447399.37
235,385320.71
236,913194.81
237,2209652.59
238,1153430.71
239,555531.15
240,1055250.06
241,242913.19
242,532448.65
243,483463.39
244,979564.70
245,227859.86
246,1103408.75
247,638875.82
248,555531.15
249,1196954.84
250,1657325.71
251,355794.05
252,519001.07
253,555531.15
254,483463.39
255,519001.07
256,370679.58
257,786565.03
258,2833011.32
259,1150155.23
260,434316.26
261,606900.07
262,375084.06
263,928670.98
264,325548.51
265,453834.99
266,403214.52
267,519704.69
268,440963.10
269,1223187.85
270,483020.43
271,916766.46
272,811960.57
273,483463.39
274,495009.40
275,532696.55
276,295333.12
277,1122645.78
278,370679.58
279,803485.02
280,216712.58
281,1779587.71
282,426511.96
283,431011.17
284,1318768.65
285,2697165.70
286,365937.25
287,801119.28
288,486407.32
289,875136.16
290,885682.70
291,521931.31
292,816814.50
293,521931.31
294,2084101.00
295,575336.42
296,575336.42
297,924473.91
298,559551.99
299,521931.31
300,1271256.60
301,620685.29
302,444927.47
303,519704.69
304,391081.78
305,439747.24
306,314327.06
307,555531.15
308,547407.61
309,516779.77
310,217742.81
311,2119670.12
312,1342141.56
313,415519.36
314,437183.77
315,1189368.37
316,1602637.74
317,971634.81
318,490558.01
319,462191.20
320,439106.72
321,1790334.14
322,893015.61
323,471647.01
324,301789.62
325,562424.80
326,483463.39
327,1941778.03
328,917719.48
329,453834.99
330,634104.39
331,427785.31
332,516568.62
333,1119144.13
334,1842400.10
335,483463.39
336,383394.81
337,764646.36
338,1199364.89
339,532696.55
340,490558.01
341,1275337.10
342,1049478.91
343,1566068.80
344,744427.49
345,552840.40
346,568518.53
347,607480.80
348,521931.31
349,1030141.01
350,442928.47
351,1144253.79
352,496061.60
353,972663.57
354,483463.39
355,499910.88
356,521931.31
357,1288894.97
358,501772.45
359,980525.49
360,465660.17
361,1147779.97
362,252646.15
363,417199.97
364,775745.34
365,555531.15
366,1226244.10
367,216712.58
368,1790334.14
369,1912752.83
370,390008.29
371,539975.91
372,513146.92
373,1181013.37
374,793419.69
375,3035295.68
376,521931.31
377,772954.75
378,1294425.18
379,488779.01
380,532448.65
381,453834.99
382,555531.15
383,1196973.17
384,694568.24
385,496061.60
386,1229658.15
387,1347358.61
388,456995.79
389,1037644.63
390,450054.13
391,526516.39
392,988965.45
393,502916.26
394,437183.77
395,381767.23
396,496548.66
397,483463.39
398,621550.19
399,519001.07
400,1015145.07
401,450338.94
402,384273.47
403,450054.13
404,791146.78
405,1802849.59
406,532463.87
407,555531.15
408,1204906.17
409,622560.59
410,477476.21
411,415519.36
412,268693.20
413,592365.76
414,521931.31
415,775745.34
416,572072.12
417,404432.38
418,324815.80
419,311701.69
420,376188.17
421,471460.71
422,273889.88
423,290411.10
424,275636.73
425,502916.26
426,901410.58
427,1022633.21
428,3014336.29
429,459551.56
430,280811.47
431,415519.36
432,930119.10
433,211241.92
434,1566068.80
435,452279.77
436,1822575.71
437,2224578.01
438,665849.46
439,235787.53
440,471844.78
441,448864.85
442,237542.27
443,524603.20
444,772197.82
445,638875.82
446,152021.81
447,422362.92
448,808299.20
449,465660.17
450,346144.61
451,1030141.01
452,893015.61
453,638875.82
454,447129.60
455,475980.97
456,788166.78
457,347293.76
458,442928.47
459,381767.23
460,216712.58
461,555531.15
462,448864.85
463,1538039.33
464,397948.67
465,557152.53
466,1275337.10
467,1371907.81
468,1596834.79
469,3670604.54
470,1292295.92
471,467016.46
472,381767.23
473,231656.54
474,486407.32
475,1153430.71
476,808299.20
477,492777.94
478,457592.66
479,893015.61
480,482435.35
481,1347584.17
482,738690.34
483,492777.94
484,928434.33
485,429450.90
486,1231910.12
487,470982.73
488,1228721.97
489,521931.31
490,809263.04
491,334904.53
492,546635.18
493,417199.97
494,521931.31
495,1545915.87
496,910351.15
497,500803.41
498,555531.15
499,521931.31
500,1378306.93
501,2033514.48
502,468177.51
503,406907.29
504,450750.63
505,1961229.07
506,1391556.22
507,521931.31
508,312134.74
509,321809.51
510,455796.40
511,555531.15
512,1820840.21
513,390702.36
514,352100.81
515,492777.94
516,1100971.71
517,660712.40
518,555531.15
519,519001.07
520,2209652.59
521,1231910.12
522,639455.92
523,314327.06
524,1030141.01
525,1731457.93
526,924473.91
527,1941778.03
528,570640.89
529,403811.26
530,875136.16
531,885682.70
532,500210.03
533,760643.71
534,462191.20
535,491531.43
536,570976.79
537,2050667.77
538,1185462.75
539,1403045.01
540,365432.83
541,382746.38
542,638875.82
543,1093054.62
544,532448.65
545,593119.71
546,231656.54
547,864606.73
548,499910.88
549,416167.25
550,893015.61
551,570141.28
552,939413.59
553,1789236.73
554,532696.55
555,465322.32
556,532696.55
557,530339.14
558,346796.10
559,1259802.95
560,532696.55
561,453469.04
562,239040.53
563,576131.93
564,511249.45
565,470982.73
566,247938.12
567,439106.72
568,458771.83
569,784220.15
570,245874.18
571,866476.60
572,538318.50
573,1318768.65
574,450794.80
575,417199.97
576,1405952.39
577,858372.74
578,201191.80
579,1200652.10
580,906681.90
581,555531.15
582,3523584.37
583,2164901.34
584,462191.20
585,1218856.95
586,1200652.10
587,1223187.85
588,1531083.03
589,500210.03
590,376886.96
591,1189297.92
592,495009.40
593,492777.94
594,415519.36
595,453834.99
596,893015.61
597,670365.08
598,483463.39
599,555531.15
600,391081.78
601,465322.32
602,893333.46
603,381767.23
604,572072.12
605,1492756.66
606,247036.80
607,483463.39
608,510223.21
609,1378306.93
610,453834.99
611,483626.26
612,453208.05
613,505079.62
614,576131.93
615,3113879.63
616,532463.87
617,1348093.98
618,291492.00
619,338234.21
620,450794.80
621,599995.56
622,4077001.22
623,1223187.85
624,480273.61
625,570976.79
626,327152.14
